"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"evm.TU.Chr06.98",25.4785613833242,-32.8089165638565,4.95889589985443,-6.61617368592464,3.68615250711501e-11,1.49772984054717e-08
"evm.TU.Chr07.2324",65.4349708038643,-24.7650495206949,3.75382111610037,-6.59729080175826,4.18738930822534e-11,1.601306934869e-08
"evm.TU.Chr04.782",7.09342346980479,-18.6832629952497,2.89581398105656,-6.45181738795012,1.10516702460266e-10,3.99149490385661e-08
"evm.TU.Chr10.945",1227.25303215801,-32.6228095313911,5.13448629824433,-6.35366570995546,2.10243470293537e-10,6.86593757720504e-08
"evm.TU.Chr07.2120",52.4925268246396,-26.9753784748729,4.24611982139608,-6.3529480112513,2.11227121279958e-10,6.86593757720504e-08
"evm.TU.Chr05.2243",19285.1616975369,0.363680058915755,0.0575681005445371,6.31738854462286,2.66020163059484e-10,8.23522419071289e-08
"evm.TU.Chr05.1079",13.013816304497,-20.3142661486531,3.24666203301788,-6.25696975603288,3.92529497395114e-10,1.15992466480256e-07
"evm.TU.Chr05.1886",47.6731998320978,-23.5280138420906,3.76569025757987,-6.24799498438077,4.15755023174252e-10,1.1751406111547e-07
"evm.TU.Chr08.783",11.6586919846457,18.5235531740088,3.1534807478952,5.87400230249462,4.25397458276978e-09,1.15229536510776e-06
"evm.TU.ctg2.337",349.990479570658,-29.89264376244,5.13452425268824,-5.82189162838004,5.81852752272585e-09,1.51304989700963e-06
"evm.TU.Chr02.475",19.2871487058859,-25.9159921922961,4.46155850183327,-5.80873077908698,6.29482165052702e-09,1.57394752115678e-06
"evm.TU.Chr02.97",26.2975930618197,-17.7848503443297,3.0919946367833,-5.7519020676025,8.82449162577261e-09,2.12474148367214e-06
"evm.TU.Chr05.1151",108.331137753414,25.9270653360072,4.68425428223507,5.53493977351634,3.11335315961502e-08,7.22853888952044e-06
"evm.TU.Chr10.571",22.0749937464729,20.2155486233566,3.66461329186385,5.51642070071595,3.45973491075949e-08,7.75577126029223e-06
"evm.TU.Chr01.1810",40.0451396476838,-22.7666888114837,4.24535298798158,-5.36273164467956,8.19727436312406e-08,1.77634935448898e-05
"evm.TU.Chr02.2108",14.8874869216339,20.5987445244241,3.90861737317584,5.27008467643564,1.36360837605265e-07,2.68630850082371e-05
"evm.TU.Chr01.1192",374.893310412319,22.9152898158663,4.34385381897704,5.27533631904371,1.32512839989963e-07,2.68630850082371e-05
"evm.TU.Chr07.640",50.0686324311362,15.6898207497266,2.97168287303647,5.27977628167797,1.29341713226828e-07,2.68630850082371e-05
"evm.TU.Chr02.1279",16.5610285564497,19.1068326125505,3.66756570116518,5.20967698178665,1.89169684661453e-07,3.61703564701208e-05
"evm.TU.Chr07.2173",22.0049836460102,22.2854644325767,4.35219681599171,5.12050933696082,3.04711529010864e-07,5.65979900028465e-05
"evm.TU.Chr04.3052",2059.95756012141,2.93568424184183,0.587237727524605,4.9991410705451,5.75862609876966e-07,0.000103991189633615
"evm.TU.Chr03.3606",15.2040313788159,-16.8894019341116,3.40370844740616,-4.96205894103017,6.97498209760574e-07,0.000122552320585229
"evm.TU.Chr06.1115",6408.00113173075,-13.0212475868744,2.65423527455799,-4.90583774230145,9.30294084874079e-07,0.000159153732783326
"evm.TU.Chr02.1320",76.7386100449152,24.9005409906577,5.13477318738479,4.84939452668208,1.23838896120392e-06,0.000206429913763761
"evm.TU.Chr06.2814",19645.217116465,0.42668572392543,0.0889794203492597,4.79533045113819,1.62406884102253e-06,0.000263951788387187
"evm.TU.Chr07.2264",26.4777900099021,15.5612284089346,3.25237443720947,4.78457468823486,1.71349773794545e-06,0.000271693873033741
"evm.TU.Chr04.521",13.9647779212421,16.0764132587215,3.39204946725552,4.7394395081534,2.1431020161154e-06,0.00032518784078289
"evm.TU.Chr03.1395",73.3659054623367,-24.274165741375,5.12253438622389,-4.73870235144851,2.15091172952842e-06,0.00032518784078289
"evm.TU.Chr07.93",194.070109407675,-23.6799749976539,5.01678475481287,-4.72014968849051,2.35671150300403e-06,0.000348204124568846
"evm.TU.ctg274.56",311.504359669314,24.1435612247402,5.13458391131251,4.70214561525562,2.57441790370009e-06,0.00037191757315454
"evm.TU.Chr07.2122",243.575369996462,-23.8716579078393,5.13456014352186,-4.64921185857712,3.33205819520174e-06,0.000470906746239273
"evm.TU.Chr09.25",62.3746715959555,23.6205525765695,5.13510428652054,4.59981945032208,4.22857278119292e-06,0.000584892588309259
"evm.TU.Chr02.1444",308.836783843976,-23.3905748115937,5.13483375727929,-4.55527402000786,5.23173326857035e-06,0.000708572874561996
"evm.TU.Chr01.1393",232.011754174948,23.2641013705245,5.13469277969569,4.53076792880747,5.87696691056147e-06,0.000779717589501227
"evm.TU.Chr01.1232",80.9682224069794,-23.1013079774494,5.13483287811677,-4.49894057426889,6.8292942742098e-06,0.000887944841532758
"evm.TU.Chr07.2462",36.1139069637092,-22.6524704051578,5.13517912294581,-4.41123276575464,1.02783752710142e-05,0.00131019054189928
"evm.TU.Chr01.2279",40.1371705495857,16.3479184942456,3.71039885367694,4.40597335729692,1.05309907625498e-05,0.00131657636437185
"evm.TU.Chr05.2419",2290.24647498653,8.35169202382768,1.93876087372591,4.30774735399803,1.64925612608876e-05,0.00198552112513019
"evm.TU.Chr02.932",1894.00502914436,-17.8004720951591,4.12985889465761,-4.31018893119709,1.6311512830737e-05,0.00198552112513019
"evm.TU.Chr05.1724",38.329087416874,-4.11230928062353,0.955835901518994,-4.30231724304176,1.69021070722187e-05,0.00199782905593625
"evm.TU.Chr10.919",1975.94091234056,3.01855595859787,0.703522635437245,4.29063090020097,1.78166228434087e-05,0.00206831901973214
"evm.TU.Chr03.2214",238.3274732308,3.42768777552932,0.801134489104124,4.27854226992819,1.88121268557793e-05,0.00214557257349861
"evm.TU.Chr06.3185",2416.87096493206,-0.522870455002874,0.123534371598484,-4.23259088330759,2.31014511889633e-05,0.00258935403757673
"evm.TU.Chr02.843",783.865164210873,-5.65270706498992,1.34007924780974,-4.21818864386481,2.46272742367405e-05,0.00266836516355083
"evm.TU.Chr04.2577",76.774071243685,8.66764171791761,2.05462214497704,4.21860619925056,2.45817182138344e-05,0.00266836516355083
"evm.TU.Chr01.1197",2055.08440836893,-20.9371781190497,4.97371855568139,-4.2095622992446,2.55865885421175e-05,0.00272685921495584
"evm.TU.Chr01.1143",3604.01862402532,0.74438945056836,0.177776336156799,4.18722461414554,2.82386332368587e-05,0.00296095733343256
"evm.TU.Chr02.673",68.0211878751697,8.4376898139952,2.07428108021301,4.06776588500182,4.74660341437515e-05,0.00489804266616712
"evm.TU.Chr02.2207",1579.82201137498,-1.17408513665626,0.289589357638218,-4.05431037325287,5.02824194754838e-05,0.00510759389078313
"evm.TU.Chr03.3261",34.0637292347489,12.9717734449385,3.20826164993065,4.0432405022885,5.27174963713488e-05,0.0052725606755406
"evm.TU.Chr01.2485",4845.93609850803,-1.23536294533883,0.306587545248243,-4.02939703352451,5.59201027855186e-05,0.00550813012437358
"evm.TU.ctg2.236",1280.72521335159,3.35465423729155,0.835023616235286,4.01743635996315,5.88347172794369e-05,0.00570872383632268
"evm.TU.Chr10.364",102.635436292841,-5.21738905662782,1.31527217406041,-3.96677521164391,7.28516427512053e-05,0.00694801982180396
"evm.TU.Chr01.2684",5371.14012658293,-3.21735879294691,0.811671207556269,-3.96386956072218,7.3744557407241e-05,0.00694801982180396
"evm.TU.Chr02.947",262.226183962116,5.48792145067589,1.38727987167333,3.95588630869153,7.6251420312028e-05,0.00708157833497848
"evm.TU.Chr07.1350",1761.890667987,2.60431367521644,0.666720940192176,3.90615251182266,9.37773369061844e-05,0.00858656996094513
"evm.TU.Chr06.2199",113582.040787207,0.828265990924852,0.212721995451875,3.89365466963304,9.87451930922599e-05,0.00891586805962197
"evm.TU.Chr10.639",73.092003242843,19.9599972739309,5.13463850693514,3.88732278756757,0.000101355933294796,0.00902623181300643
"evm.TU.Chr10.473",51.0307843408674,-16.3602260372617,4.27050040642297,-3.83098571133618,0.000127630918053846,0.011212548625244
"evm.TU.Chr01.2687",3016.89022895818,-3.09571516155263,0.81398022042435,-3.80318229346992,0.000142849159084593,0.0123821651094525
"evm.TU.Chr04.2916",3487.13191031235,0.701200615155159,0.187513318897739,3.73947098412547,0.000184407931647273,0.0155692982290769
"evm.TU.Chr08.551",2451.17197462257,-0.310364062790393,0.0829837277834091,-3.74005929934187,0.000183976846623095,0.0155692982290769
"evm.TU.Chr06.2508",145.230299348135,2.27629644907063,0.612975887673715,3.71351711355129,0.000204398636001848,0.017035840162154
"evm.TU.Chr09.726",13.598875779012,6.64469614997211,1.79485306760827,3.70208362449775,0.000213836109036316,0.0173768568105637
"evm.TU.Chr03.76",88.7056813555694,-9.26754946762651,2.50218235106207,-3.70378660200078,0.000212404957447091,0.0173768568105637
"evm.TU.Chr06.2423",2018.47539964123,-0.442531351482821,0.119840278516885,-3.6926762600979,0.000221906438105357,0.0178100463471966
"evm.TU.Chr04.2473",9596.97247257398,-3.34388386962143,0.90684142920337,-3.68739645315821,0.000226560237482596,0.0179618061448092
"evm.TU.Chr03.71",133.160205561958,-7.85135023009032,2.15185404303462,-3.64864441224744,0.000263627698049048,0.0206487188556249
"evm.TU.Chr10.452",11.609763811785,6.08364122531571,1.67008914133164,3.6427044968779,0.000269788492673166,0.0208797022722411
"evm.TU.Chr02.1679",124.18694005752,-7.07341190919471,1.94663286211069,-3.63366510802924,0.000279423497707573,0.0213709665717286
"evm.TU.Chr01.295",129.155201792038,9.45364521585888,2.61592084467561,3.61388810181341,0.000301639284350102,0.0222836021313638
"evm.TU.Chr01.1790",4029.1840899678,-11.3183280283278,3.1271752763208,-3.61934558450593,0.000295348990035393,0.0222836021313638
"evm.TU.Chr09.1950",18.8231734756176,4.15824299530339,1.15002536621865,3.61578371873304,0.000299440310673747,0.0222836021313638
"evm.TU.Chr08.1103",60.7110456958277,5.62915602895302,1.56419386904664,3.59875853009444,0.000319739895782272,0.0233553827245006
"evm.TU.Chr04.2770",2176.71224612929,-0.484249289273901,0.135442715723165,-3.57530699741485,0.00034981716367096,0.0252684597891657
"evm.TU.Chr10.19_evm.TU.Chr10.20",160.523494966084,-15.9429874882449,4.46898726928891,-3.56747212009437,0.00036044171535236,0.0257497977088538
"evm.TU.Chr02.178",5093.64282806324,1.67046753904955,0.468868691623322,3.56276196063772,0.000366973412160877,0.0259314581788898
"evm.TU.Chr02.1646",424.41003502655,10.1014983798709,2.8403986023677,3.5563664802012,0.000376019448201572,0.0262849723952518
"evm.TU.Chr07.1900",1414.0996558718,0.643167752559033,0.181035249322749,3.55272111351306,0.00038126844266393,0.0263683632527469
"evm.TU.Chr07.656",6216.9558890662,-0.527845912480188,0.149107988552787,-3.54002436491402,0.000400090093123806,0.0273787967936617
"evm.TU.Chr04.764",268.882484506486,6.58523522051622,1.86870991618754,3.52394727692735,0.000425168839649741,0.0287919023600309
"evm.TU.Chr01.2233",15198.5573538215,1.82631665874222,0.519975097995623,3.51231562007915,0.000444220114819027,0.0294681119024336
"evm.TU.Chr06.1121",6651.32697092323,1.03468854865373,0.294553050216861,3.51274090657677,0.00044350973508388,0.0294681119024336
"evm.TU.Chr09.1225",207.330302642046,8.43659162966913,2.40490944304917,3.50807039909678,0.000451369589057785,0.0296399363481279
"evm.TU.Chr06.876",26.7645854175293,-6.69110865319727,1.92006465057812,-3.48483508155969,0.000492440452976369,0.0320135538479937
"evm.TU.Chr05.2126",1402.18412121136,0.517814024546615,0.148868025348462,3.47834280285873,0.000504524259537187,0.0323231874387695
"evm.TU.Chr03.1525",592.200200397933,1.25402075632697,0.36066661932893,3.47695264579864,0.000507147380211427,0.0323231874387695
"evm.TU.Chr01.88",100.392323065232,-6.24545920906484,1.8144574209868,-3.44205333055885,0.000577316420457801,0.0364381946543317
"evm.TU.Chr04.2693",1936.18160321845,0.489938025436109,0.142738380620376,3.43241967091624,0.000598221068808406,0.037038430174509
"evm.TU.Chr08.916",6980.08291692282,-1.06561463873896,0.310357243989585,-3.43350979999914,0.000595820664615623,0.037038430174509
"evm.TU.Chr05.320",707.865464726873,-6.64806495070808,1.9400056654534,-3.42682759596702,0.000610676655138806,0.0372006491614916
"evm.TU.Chr05.3345",4431.68620025706,-0.555633732795719,0.162176128333636,-3.42611294587477,0.000612285719163144,0.0372006491614916
"evm.TU.Chr07.230",7153.88635995108,0.622153181913965,0.182061232277567,3.41727436495345,0.000632515005628246,0.0380738893665669
"evm.TU.Chr09.1001_evm.TU.Chr09.1000_evm.TU.Chr09.1006",1204.04134246676,-0.654321753735163,0.192500079246445,-3.39907264608176,0.000676147544310349,0.0403269283079044
"evm.TU.Chr02.2383",486.691416880061,3.87548234805263,1.14548399774287,3.38327061372235,0.000716280154237234,0.0419507863305969
"evm.TU.Chr07.689",52247.4848814538,2.16244055867733,0.6387764534359,3.38528533267911,0.000711043008179602,0.0419507863305969
"evm.TU.Chr01.3164",19941.5088193926,0.580343618847089,0.171695172081063,3.38008117417005,0.000724644245025451,0.0420617164009862
"evm.TU.Chr04.507",74.0490630624558,-3.85546843060292,1.14337424081494,-3.37200917510169,0.0007462196242015,0.042930741388796
"evm.TU.Chr02.1326",14.6690228264269,-6.94955664180791,2.07623031257161,-3.34719929659451,0.000816324989153893,0.0465520066183286
"evm.TU.Chr02.671",37.5256938980264,7.59041336082655,2.27499903884702,3.33644684292852,0.000848566544801551,0.0479698357196077
"evm.TU.Chr02.1011",18.6596831600727,-7.63449536024153,2.29146397278261,-3.33171084115744,0.000863138893228426,0.048372982283431
"evm.TU.Chr10.1201",242.359663253443,-5.80808955528251,1.74843001054784,-3.32188850582737,0.000894104132786905,0.0495819362840971
"evm.TU.Chr07.2445",29.009271244121,-14.7640253968962,4.44690831955957,-3.32006516346585,0.000899964387251725,0.0495819362840971
"evm.TU.Chr02.2090",80.9218792917915,6.20836295062168,1.88033601027093,3.30173060384411,0.000960903111463378,0.0524943792237262
"evm.TU.Chr04.860",259.052697009403,2.40057650125691,0.73120224819266,3.28305404857617,0.00102688975325759,0.0551719858341126
"evm.TU.Chr09.1500",68.2576741310308,9.0036750895506,2.74173602926908,3.2839321486215,0.00102369565110695,0.0551719858341126
"evm.TU.Chr09.1925",3879.09783925648,1.30378661248272,0.397632703491112,3.27887168493893,0.00104223013877131,0.0555371978045269
"evm.TU.Chr08.1347",1208.13387791986,-1.73824212877919,0.534453454685825,-3.25237326756734,0.00114445619289225,0.0604886968292075
"evm.TU.Chr02.2487",18.8443907526686,-5.60919272155839,1.7294817894549,-3.24327943535404,0.00118162259661772,0.0617709769837032
"evm.TU.Chr07.2595",924.62111948954,1.24315827484274,0.38347628399005,3.24181266676453,0.00118772067727471,0.0617709769837032
"evm.TU.Chr07.2320",46.1818103755775,-5.40775116367091,1.67080423060305,-3.23661567562531,0.00120956192362193,0.0624076354402077
"evm.TU.Chr03.3685",22.0526292150555,-5.56993699094343,1.72214579033966,-3.2343005001016,0.00121941079656479,0.0624203904603754
"evm.TU.Chr03.2121",860.794539360616,-0.538034499677216,0.166521123321163,-3.23102852627009,0.00123345629060411,0.0626460886345105
"evm.TU.Chr02.30",1056.7332260967,1.16192278715427,0.360186922482402,3.22588832250299,0.00125582347993753,0.0631269701224869
"evm.TU.Chr02.2012",3007.57314098302,-0.470545991792603,0.145932636046681,-3.22440548282897,0.00126234519549659,0.0631269701224869
"evm.TU.Chr03.1235",45.2779895252474,4.54585340192105,1.41676914741707,3.20860558702076,0.00133380324465115,0.0661912587288332
"evm.TU.Chr06.3063",8324.67940286619,1.05728673961361,0.329771160728264,3.20612250409861,0.00134536699405788,0.0662593244573506
"evm.TU.Chr03.69",220.166375522541,15.3923997308083,4.80839330091998,3.20115239488901,0.00136879117401334,0.0669061009192537
"evm.TU.Chr01.1672",3857.03310160518,7.92268356736102,2.48157967977044,3.19259688977382,0.00140999632429156,0.0684058664493988
"evm.TU.Chr03.719",66.8032715677704,-4.84364872409822,1.52061980555393,-3.18531213812106,0.00144597952217417,0.0696319472122541
"evm.TU.Chr05.1696",108.503934893881,-3.04550130709742,0.95776650632526,-3.17979516613327,0.00147379188939465,0.0702130871811558
"evm.TU.Chr04.3172",825.380534926459,-2.52799820334103,0.795306688044569,-3.17864572415033,0.001479648199326,0.0702130871811558
"evm.TU.Chr01.367",2213.2121886145,-1.07182208775433,0.337553212977396,-3.17526851040847,0.00149697909902271,0.0705207327735262
"evm.TU.Chr01.3028",7853.88946868343,-0.355555922816325,0.112155260626959,-3.17021172996018,0.00152327896009365,0.0712434281983368
"evm.TU.Chr10.1665",81.0232124550647,-5.87744542252754,1.85965352258908,-3.1605056270615,0.00157495562900092,0.0712811603518248
"evm.TU.Chr01.2570",1211.00881181075,1.64637700989844,0.521042444840112,3.15977522791573,0.00157890895103258,0.0712811603518248
"evm.TU.Chr07.697",1735.21480374523,-1.40221216312863,0.443577256589007,-3.16114530738404,0.00157150081528317,0.0712811603518248
"evm.TU.Chr06.2201",33951.0224020014,1.30612887131057,0.413037338378003,3.16225374790506,0.00156553081767479,0.0712811603518248
"evm.TU.ctg2.330",15.6493702051582,6.5269532885329,2.06542867490075,3.16009619109532,0.00157717059778958,0.0712811603518248
"evm.TU.Chr02.664",43.9322474406628,8.61934147578979,2.73254915947739,3.15432256576063,0.0016087116847387,0.072125756293009
"evm.TU.Chr01.1678",113.264199240255,-1.4523351232333,0.461051862039352,-3.15004719167437,0.00163244091379214,0.0726883450723474
"evm.TU.Chr04.3131",19232.8574245602,1.2692433892129,0.40401122585891,3.14160426239282,0.00168024972303188,0.074308186730818
"evm.TU.Chr05.1281",37.7949337227744,-3.11317797958295,0.992771375445137,-3.13584583176269,0.00171359258358326,0.0748353293043392
"evm.TU.Chr03.1969",955.47854539049,0.444153105912069,0.141649778782894,3.13557218181625,0.00171519213449416,0.0748353293043392
"evm.TU.Chr03.2986",102.872053944723,-8.0906194880286,2.58635744054219,-3.12819077564643,0.00175885977272157,0.0762289825497527
"evm.TU.Chr04.1467",1583.04645535152,-0.770592250234707,0.246642379627038,-3.12433026067931,0.0017821030873206,0.0767248488123921
"evm.TU.Chr09.2172",11696.2807551725,0.607511717584656,0.194976534407224,3.11581965199884,0.0018343442053291,0.0784544189397665
"evm.TU.Chr09.36",3953.98380547456,2.69875838565101,0.870762994492891,3.09930302817094,0.00193976511077563,0.0824209999029567
"evm.TU.Chr01.179",59.720767020914,1.56700254352081,0.506473216041021,3.09394948023055,0.0019751111595513,0.0828399848273741
"evm.TU.Chr06.2790",1924.21857740203,-1.01630920091394,0.328323440533385,-3.09545123937199,0.00196513680996989,0.0828399848273741
"evm.TU.Chr03.2991",263.460557559281,-1.21754889272578,0.395635277062519,-3.07745280392017,0.0020877789640953,0.0870041733691253
"evm.TU.Chr08.744",725.751425688548,-1.01468366459519,0.330620846093831,-3.06902506778784,0.00214758570188168,0.0889264627256866
"evm.TU.Chr09.2375",65.2368394202076,-9.4579708704192,3.09090324912776,-3.05993753543991,0.0022138315887451,0.0899507447401995
"evm.TU.ctg277.15",559.600980974423,-2.69362091450821,0.880074237514068,-3.06067465639812,0.00220838916698927,0.0899507447401995
"evm.TU.Chr08.556",182.757925614483,2.8394716414652,0.92789367871808,3.06012607542282,0.00221243836342985,0.0899507447401995
"evm.TU.Chr04.591",1257.64121745063,0.896462224885196,0.294097110911643,3.04818439768531,0.00230228605454338,0.0929637368980528
"evm.TU.ctg1.460",4175.04467984009,-0.4921184377761,0.162205289166538,-3.0339234947563,0.00241395637882706,0.0968711754244118
"evm.TU.Chr06.760",20661.2584784595,0.28649916832582,0.0945811476326081,3.02913609632546,0.00245254171976206,0.097815789694314
"evm.TU.Chr01.3216",178.171209315633,-1.98743496027368,0.657010224500881,-3.0249680844518,0.00248659365306607,0.0985691788937958
"evm.TU.Chr06.679",10.5969213691404,3.00310646538248,0.993927064115753,3.02145557134436,0.00251562554649018,0.0991156465317131
"evm.TU.Chr07.1839",2584.7657418094,0.831284829046027,0.277651708690974,2.99398420044029,0.00275360203211125,0.107838354281658
"evm.TU.Chr09.1398",133.560693645743,-5.837262712223,1.95768877302521,-2.98171128764389,0.00286642176135066,0.111584478266711
"evm.TU.Chr01.294",166.662875863506,7.66452481104904,2.57450771390043,2.97708364580393,0.00291004603536679,0.112335264690564
"evm.TU.Chr09.101",3130.58136023516,-2.23444936172642,0.750820891924094,-2.97600850716913,0.00292026761001466,0.112335264690564
"evm.TU.Chr08.930",7041.42343501,0.953400561365181,0.320841346276056,2.97156389733156,0.00296287212714042,0.113303715873764
"evm.TU.Chr03.1010",1977.78939159019,1.07083669928231,0.361307056964526,2.96378572917673,0.00303879800421531,0.11552763640587
"evm.TU.Chr07.1108",102.47808826086,-4.67553389377059,1.58162466321978,-2.95615894371071,0.00311496521577526,0.117054270911879
"evm.TU.Chr08.1857",227.105447432496,1.1307328479129,0.382484533567127,2.956283845957,0.00311370394774718,0.117054270911879
"evm.TU.Chr04.1409",93.8629208968839,5.75019473260946,1.95281343776969,2.94456942040339,0.0032340438621272,0.120229148207708
"evm.TU.Chr06.2510",2749.27783292241,0.454281673539288,0.154382286948821,2.94257639602066,0.00325493463844894,0.120229148207708
"evm.TU.Chr08.454",32366.6065494158,-0.586496436176763,0.199219741892175,-2.94396745325669,0.00324034073612435,0.120229148207708
"evm.TU.Chr04.1307",4680.80174283563,1.27658055306874,0.437356277555046,2.91885727628104,0.00351317032738293,0.127592850828583
"evm.TU.Chr07.644",1114.93770877364,0.814424592340162,0.278964653640147,2.91945442446891,0.00350644662721521,0.127592850828583
"evm.TU.Chr07.1989",1125.86006455043,0.595938556176586,0.20395983979613,2.92184263712043,0.00347967300820893,0.127592850828583
"evm.TU.Chr09.1889",6.49728490384836,-5.79183220748651,1.98808344161276,-2.91327420482316,0.00357660388589238,0.12917501034548
"evm.TU.Chr01.838",290.221338870406,1.05610625606949,0.363028562495429,2.90915471997547,0.00362407457776852,0.130166347127476
"evm.TU.Chr05.1799",6438.50492692834,-0.361086469260297,0.124527434163987,-2.89965397331477,0.0037357481383988,0.132710921572298
"evm.TU.Chr08.684",21712.8722113585,0.469787661491379,0.16198280781533,2.90023162227787,0.00372887004845445,0.132710921572298
"evm.TU.Chr04.2387",66.0856498461271,2.25199278138616,0.779747787738307,2.88810409827281,0.00387571582652144,0.136255392164826
"evm.TU.ctg3.150",1766.73425444386,-0.487975028121218,0.16896852436828,-2.8879640746441,0.00387744155522117,0.136255392164826
"evm.TU.Chr07.493",12.1887962270108,6.11073895677992,2.11884012442388,2.88400190573201,0.00392656377092774,0.137239736961297
"evm.TU.Chr01.2517",19329.7481007808,-0.276619196446025,0.0962409204277786,-2.87423681336886,0.00405005162055681,0.13972838305191
"evm.TU.Chr09.1053",6.36239740612632,-6.22220653051748,2.16725806519047,-2.87100397984706,0.00409170373427327,0.13972838305191
"evm.TU.Chr07.782",1045.31739480916,1.26115182962345,0.439431801283804,2.86996031224638,0.00410523321995305,0.13972838305191
"evm.TU.Chr06.2023",5025.24773819068,-0.369685142454665,0.128750903233131,-2.87132076879703,0.00408760508379877,0.13972838305191
"evm.TU.Chr08.1111",798.045743648129,1.10058769054129,0.383390529768987,2.87066999595544,0.00409602889342854,0.13972838305191
"evm.TU.Chr05.2139",750.265694490896,14.7175701181173,5.13450802160638,2.86640317946426,0.00415165131184444,0.140572318636983
"evm.TU.Chr08.1673",4812.33180229176,-0.422051202551501,0.147741366106319,-2.85668945451459,0.00428084443377492,0.144195697740781
"evm.TU.Chr03.3065",14.371025723301,-2.9946451891586,1.04905456434861,-2.85461337372672,0.00430892491148447,0.144393406441034
"evm.TU.Chr04.1087",16650.0012092372,-0.354144190150383,0.12423735433751,-2.8505451684708,0.00436443509731013,0.145503551628785
"evm.TU.Chr03.2989",10292.5425738588,0.531473898249057,0.186786948694429,2.84534814645167,0.00443629063048706,0.147144517289778
"evm.TU.Chr03.631",1662.35074258956,0.630251619690265,0.221906662912306,2.84016537141713,0.00450901521493291,0.148797502092786
"evm.TU.Chr03.706",14447.8125723666,1.32332247048935,0.466942477205354,2.83401604071109,0.00459670245935199,0.150925064082057
"evm.TU.Chr02.208",55.0071664793262,5.99217926562967,2.11823967926006,2.82884855963177,0.00467157989979277,0.15261276848519
"evm.TU.Chr03.261",34.5765601266487,-6.25299165326651,2.21270681556088,-2.82594675864525,0.00471410987783065,0.153232141578885
"evm.TU.Chr08.340",6827.72321614348,-2.18682510158301,0.775793587687834,-2.81882337813669,0.00482000321348921,0.155894730800464
"evm.TU.Chr05.2138",366.384766129792,14.4451622266214,5.13463235148802,2.81328072543211,0.00490388189034912,0.157822456282968
"evm.TU.ctg279.346",12.3378969162464,3.72076566376332,1.32332160838524,2.81168662265216,0.00492824922538013,0.157825360661065
"evm.TU.Chr06.1249",8639.08267771529,0.379485861536148,0.135364876370462,2.80342930685789,0.00505623155268316,0.161130202568594
"evm.TU.Chr09.1390",184.844070172228,4.15440805263461,1.48548981861172,2.79665871861521,0.0051634042714913,0.163742883751049
"evm.TU.ctg1.441",1304.21293563239,5.33922958177801,1.91075960391263,2.79429687065028,0.00520127058187718,0.164143009964969
"evm.TU.Chr05.869",445.99739224435,1.18726295844941,0.426101783976035,2.78633651183254,0.00533075004733906,0.167416454385272
"evm.TU.Chr09.857",5031.49160877179,-0.376213132005633,0.135531815695216,-2.77582890833294,0.00550611750398482,0.172092643718295
"evm.TU.Chr09.2158",7908.01030562306,-0.87972510411723,0.31764040837499,-2.76956294263,0.00561315575305615,0.172943722988711
"evm.TU.Chr06.750",9053.84048355279,0.777851882591852,0.280717984907418,2.77093711273394,0.00558952209625581,0.172943722988711
